S1;S2;S3;S4;S5;S6;S7;Signatur;Benennung;Profitent;Abt;Datierungvon;Datierungbis;Höhe;Breite;Fläche;Material;Ausstattung;Sprache;Bemerkung;Nalt1;Nalt2;Sortierung;Text;Invocatio;Intitulatio;Arenga;Dispositio;Testes;Datierung22;FuI;Datierungvon2;Datierungbis2;Datierungtext
2;A;64;;;;;StAS 2.A.64;Professurkunde des Kilianus de Krembs;Kilianus de Krembs;Christianus;14580814;14580814;113;148;16724;Papier;;Latein;;58;64;0002A0064000000000000;In Christi nomine Amen. Ego frater Kylianus de Krembs ad honorem omnipotentis dei et beatissime virginis Marie ac beatissimi patris mei Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedientiam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sanctorum gloriose virginis Marie Philippi et Iacobi apostolorum et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in Christo patris et domini domini Cristiani abbatis huius monasterii et coram vobis omnibus patribus atque fratribus meis hic presentibus. In nomine patris et filii et spiritus sancti. In cuius rei testimonium presentem cedulam proproia manu scripsi in hoc venerabili loco Anno ab incarnacione domini M o cccc o 58 vo in vigilia assumptionis beatissime virginis Marie.;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 148x113";14.08.1458;14.08.1458;14.08.1458
2;A;65;;;;;StAS 2.A.65;Professurkunde des Hans von Augspurg;Hans von Augspurg;Christianus;14601112;14601112;128;190;24320;Pergament;;Deutsch;;66;65;0002A0065000000000000;In dem namen Iesu Christi Amen. Ich pruder hans von Augspurg zu lob und ern dem almechtigen Got und der hochgelobten iunkfrawn Maria und unserm hailigen vater sand Benedicten und allen hailigen mit dyssem prif verhais ich stetikait und peßerung meiner sytten und werch und auch Gehorsam nach der regel des egenanten unsers hailigen vaters sand Benedicten vor Got und sunderlichen vor der hochgelobten iunckfrawn Maria und vor allen hailigen und vor allen den hailigen der hailtum in disser kirchen rastend ist in gegenwartikait des erwirdigen und gaistlichen vaters in Got her Cristan Apt des klosters zu Seytensteten und gegenwart von prud?? gegenwärtig in dem namen des vaterß und des sun und des hailigen geist Amen zu urkund der wachait han ich den gegen würtig prif mit aigner hant geschriben und pezaicht mit dem zaichn des hailigen krewz nach Christi gepurt 1460 an dem naschten engkhtag deß hailigen pyschoff sand marten ze seytensteten in passawer pistum.;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 190x128";12.11.1460;12.11.1460;12.11.1460
2;A;66;;;;;StAS 2.A.66;Professurkunde des Paulus de Tulln;Paulus de Tulln;Christianus;14641220;14641220;82;173;14186;Pergament;Initiale I;Latein;;67;66;0002A0066000000000000;In Christi nomine Amen. Ego frater Paulus de Tulln ad honorem omnipotentis dei et beatissime virginis Marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sancte et gloriose virginis Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt. In presencia reverendi in Christo patris et domini domini Cristiani abbatis huius monasterii Seyttensteten coram vobis patribus atque fratribu s hic presentibus. In nomine patris et fili et spiritus sancti. Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno ab incarnacione domini M o cccc o lxiiii In vigilia sancti Thome apostoli.;;;;;;;"Abt: Christianus 
Abmessungen (BxH in mm): 173x82";20.12.1464;20.12.1464;20.12.1464
2;A;67;;;;;StAS 2.A.67;Professurkunde des Urbanus de Scheibs;Urbanus de Scheibs;Paulus;14660824;14660824;108;140;15120;Pergament;Initiale I;Latein;;68;67;0002A0067000000000000;In Christi nomine Amen. Ego frater Urbanus de Scheibs ad honorem omnipotentis Dei et beatissime virginis Marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitaem et conversionem morum meorum et obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sanctorum et gloriose virginis Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt, in presencia reverendi in Christo patris et domini domini Pauli abbatis huius monasterii Seytensteten coram vobis patribus atque fratribus hic presentibus In nomine patris et filii et spiritus sancti Amen in cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno ab incarnacione Domini M o cccc o sexagesimo sexto in die sancti Bartholomei Apostoli.;;;;;;;"Abt: Paulus 
Abmessungen (BxH in mm): 140x108";24.08.1466;24.08.1466;24.08.1466
2;A;68;;;;;StAS 2.A.68;Professurkunde des Laurentius de Seyttenstetn;Laurentius de Seyttenstetn;Paulus;14660824;14660824;106;145;15370;Pergament;Initiale I;Latein;;69;68;0002A0068000000000000;In Christi nomine Amen. Ego frater Laurencius de Seyttensteten ad honorem omnipotentis dei et beatissime Marie virginis ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem Sancti Benedicti coram deo et sanctis eius ad nomen sancte et gloriose virginis Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia Reverendi in Christo patris et domini domini Pauli Abbatis huius monasterii Seyttensteten coram vobis patribus atque fratribus pre? hich presentibus In nomine patris et filii et spiritus sancti Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno ab incarnactione domini M o cccc o sexagesimo sexto In die Sancti Bartholomei apostoli.;;;;;;;"Abt: Paulus 
Abmessungen (BxH in mm): 145x106";24.08.1466;24.08.1466;24.08.1466
2;A;69;;;;;StAS 2.A.69;Professurkunde des Heinricus de Lambaco;Heinricus de Lambaco;Paulus;14661221;14661221;119;160;19040;Pergament;Initiale I;Latein;;70;69;0002A0069000000000000;In Christi nomine Amen. Ego frater Heinricus de lambaco ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri Benedicti omniumque sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sancte et gloriose virginis marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in Christo patris et domini domini Pauli Abbatis huius monasterii Seyttenstetten coram vobis patribus atque fratribus hic presentibus In nomine patris et filii et spiritus sancti Amen In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco anno ab incarnacione domini milesimo cccc o centesimo sexagessimo sexto in die sancti Thome apostoli.;;;;;;;"Abt: Paulus 
Abmessungen (BxH in mm): 160x119";21.12.1466;21.12.1466;21.12.1466
2;A;70;;;;;StAS 2.A.70;Professurkunde des Mauritius de Seyttenstetn;Mauritius de Seyttenstetn;Paulus;14670822;14670822;124;157;19468;Pergament;Initiale I;Latein;;71;70;0002A0070000000000000;In Christi nomine Amen. Ego frater Mauricius de Seyttensteten ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sancte et gloriose virgini Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia Reverendi in Christo patris et domini domini Pauli abbatis huius monasterii Seyttnstettn coram vobis patribus atque fratribus hic presentibus. In nomine patris et filii et spiritus sancti Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno ab incarnacione domini millesimo cccco Septuagesimo primo Kalendas Aprilis.;;;;;;;"Abt: Paulus 
Abmessungen (BxH in mm): 157x124";22.08.1467;22.08.1467;22.08.1467
2;A;71;;;;;StAS 2.A.71;Professurkunde des Leonardus de Waydhofen;Leonardus de Waydhofen;Paulus;14710401;14710401;122;154;18788;Pergament;Initiale I;Latein;;72;71;0002A0071000000000000;In Christi nomine Amen. Ego frater Leonardus de Waydhofen ad honorem omnipotentis dei et beatissime virginis Marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sancte et gloriose virginis marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia Reverendi in Christo patris et domini domini Pauli abbatis huius monasterii Seyttensteten coram vobis patribus atque fratribus hic presentibus. In nomine patris et filii et spiritus sancti amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno ab incarnacione domini Millesimo quadringentesimo septuagesimo primo kalendas aprilis ??;;;;;;;"Abt: Paulus 
Abmessungen (BxH in mm): 154x122";01.04.1471;01.04.1471;01.04.1471
2;A;72;;;;;StAS 2.A.72;Professurkunde des Johannes de Patavia;Johannes de Patavia;Paulus;14710401;14710401;120;159;19080;Pergament;Initiale I als Fisch;Latein;;73;72;0002A0072000000000000;In Christi nomine Amen. Ego frater Iohannes de Patavia ad honorem omnipotentis dei et beatissime virginis Marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedienciam secundum regulam eiusdem sancti benedicti coram deo et sanctis eius ad nome sancte et gloriose virginis Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt inpresencia Reverendi in Christo patris et domni domini Pauli abbatis huius monasterii Seyttenstetten coram vobis patribus atque fratribus hic presentibus. In nomine patris et filii et spiritus sancti Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno ab incarnacione domini millesimo cccco Septuagesimo primo Kalendas Aprilis.;;;;;;;"Abt: Paulus 
Abmessungen (BxH in mm): 159x120";01.04.1471;01.04.1471;01.04.1471
2;A;73;;;;;StAS 2.A.73;Professurkunde des Fabianus de Meillstarff;Fabianus de Meillstarff;Paulus;14750821;14750821;108;150;16200;Pergament;Initiale I;Latein;;74;73;0002A0073000000000000;In Christi Nomine Amen. Ego frater Fabianus de Meillstorf ad honorem omnipotentis dei et beatissime virginis marie ac beatissimi patris nostri Benedicti et omnium sanctorum tenore presencium promitto stabilitatem et conversionem morum meorum ac obedientciam secundum regulam eiusdem sancti Benedicti coram deo et sanctis eius ad nomen sancte et gloriose virginis Marie et aliorum sanctorum quorum reliquie in presenti ecclesia sunt in presencia reverendi in Christo patris et domini domini Pauli abbatis huius monasterii Seittensteten coram vobis patribus atque fratribus hic presentibus in nomine patris et filii et spiritus sancti Amen. In cuius rei testimonium presentem cedulam manu propria scripsi in hoc venerabili loco Anno ab incarnacione domini Mo cccco Septuagesimo quinto decima nona Kalendas Septembris que est vigilia assumptionis Marie.;;;;;;;"Abt: Paulus 
Abmessungen (BxH in mm): 150x108";21.08.1475;21.08.1475;21.08.1475
